"id_estado","id_municipio","setor","ano","renda","escolaridade","populacao","ano_fe","mun_fe","y"
1,1003,"Industria",2012,30,10.3,270944,-2.23330641887151,11.3321943837916,7.64467317620597
1,1003,"Industria",2013,39,10.2,272564,-3.97168394504115,11.3321943837916,7.76160820250933
1,1003,"Industria",2014,50,10.1,275039,-4.51604319503531,11.3321943837916,8.26177665604083
1,1003,"Industria",2015,67,10.1,276630,-7.09618269174825,11.3321943837916,4.79756626248422
1,1003,"Industria",2016,57,10.2,279063,-8.04046328086406,11.3321943837916,1.85682239630472
1,1003,"Industria",2017,53,10,280873,-7.28772646188736,11.3321943837916,4.08996627855169
1,1003,"Industria",2018,46,10.1,282440,-10.2026428878307,11.3321943837916,-1.08906691404775
1,1003,"Industria",2019,52,10.2,283531,-12.4963082136819,11.3321943837916,-0.797575953693272
1,1003,"Industria",2020,66,10.2,286266,-12.9283579718322,11.3321943837916,-1.53132681587328
1,1004,"Industria",2011,58.1,9.9,171099,-1.46174064348452,11.1599167478736,10.7457261427462
1,1004,"Industria",2012,77,10,172290,-2.086805164814,11.1599167478736,10.6052957360077
1,1004,"Industria",2013,94,10.1,173501,-3.97180130006745,11.1599167478736,7.45259259865087
1,1004,"Industria",2014,97,10,174314,-4.54299819888547,11.1599167478736,5.44856562512959
1,1004,"Industria",2015,99,10.1,174558,-7.26482404686976,11.1599167478736,2.03798114808225
1,1004,"Industria",2016,106,10,174894,-8.04551929654554,11.1599167478736,2.80549489925915
1,1004,"Industria",2017,98,9.9,176224,-8.97014009975828,11.1599167478736,3.27822712918257
1,1004,"Industria",2018,125,9.9,177064,-11.5147344116122,11.1599167478736,-1.07715582353547
1,1004,"Industria",2019,128,9.9,178666,-10.5892583626555,11.1599167478736,1.88553111698938
1,1004,"Industria",2020,144,9.9,179513,-11.9539400271606,11.1599167478736,-0.548345500844105
1,1005,"ServiC'os",2011,64.4,9.6,117074,-1.24557213182561,11.5498616418336,10.7824665932018
1,1005,"ServiC'os",2012,89,9.7,117995,-2.49628042662516,11.5498616418336,9.58882553377997
1,1005,"ServiC'os",2013,101,9.9,118840,-3.90650767937768,11.5498616418336,7.28098120009037
1,1005,"ServiC'os",2014,127,10,119973,-4.02332259202376,11.5498616418336,5.25683422571045
1,1005,"ServiC'os",2015,176,10.1,121153,-7.26094133220613,11.5498616418336,4.85845528030551
1,1005,"ServiC'os",2016,231,10.1,121379,-7.16696998220868,11.5498616418336,4.15350741450722
1,1005,"ServiC'os",2017,237,10.1,122221,-9.12159871938638,11.5498616418336,3.4844383406522
1,1005,"ServiC'os",2018,269,10.1,122521,-9.20945508778095,11.5498616418336,3.195155820321
1,1005,"ServiC'os",2019,364,10.3,123181,-10.2994374287082,11.5498616418336,-0.12876138878921
1,1005,"ServiC'os",2020,405,10.3,123424,-10.8690713834949,11.5498616418336,0.135109579131443
1,1006,"ServiC'os",2011,94.6,9.6,233261,-1.10164740425535,11.2080556020373,10.5230672055436
1,1006,"ServiC'os",2012,86,9.6,235112,-2.15239653550088,11.2080556020373,7.29247688266114
1,1006,"ServiC'os",2013,76,9.5,236830,-3.76964476110879,11.2080556020373,8.14648103912395
1,1006,"ServiC'os",2014,70,9.5,238431,-4.56208391906694,11.2080556020373,5.94795706427025
1,1006,"ServiC'os",2015,77,9.5,238876,-6.13225226465147,11.2080556020373,3.89100226291451
1,1006,"ServiC'os",2016,79,9.6,240231,-7.72846762044355,11.2080556020373,2.60894510337823
1,1006,"ServiC'os",2017,63,9.6,240937,-7.54314592736773,11.2080556020373,5.6164154844431
1,1006,"ServiC'os",2018,83,9.8,242154,-8.63254186790437,11.2080556020373,2.55884887229999
1,1006,"ServiC'os",2019,113,9.8,244037,-12.3196777281119,11.2080556020373,-0.917435635133843
1,1006,"ServiC'os",2020,124,9.8,244632,-12.7270065934863,11.2080556020373,0.300296753193128
1,1007,"Industria",2011,47.8,8.4,41573,-1.17838856740855,11.3442049668636,8.75157275835492
1,1007,"Industria",2012,39,8.4,41925,-2.2649697160814,11.3442049668636,9.75205016594092
1,1007,"Industria",2013,36,8.4,42092,-3.34459985001013,11.3442049668636,8.05570420924618
1,1007,"Industria",2014,39,8.4,42250,-5.85189635911956,11.3442049668636,7.20878168616035
1,1007,"Industria",2015,47,8.5,42559,-5.68739478068892,11.3442049668636,4.61881285510686
1,1007,"Industria",2016,64,8.6,42937,-8.05311321420595,11.3442049668636,1.62996932159175
1,1007,"Industria",2017,59,8.6,43161,-8.79252527735662,11.3442049668636,2.98362995024487
1,1007,"Industria",2018,54,8.6,43434,-10.9105419870466,11.3442049668636,-0.612742739314882
1,1007,"Industria",2019,56,8.6,43717,-11.6685919939773,11.3442049668636,-0.99530451704484
1,1007,"Industria",2020,62,8.8,44108,-12.2411361744162,11.3442049668636,0.86480209090905
1,1008,"Agricultura",2011,58.5,7.6,34239,-1.01639109558892,11.3688807357568,11.1090212370454
1,1008,"Agricultura",2012,78,7.7,34540,-2.50629157712683,11.3688807357568,10.5741709394341
1,1008,"Agricultura",2013,79,7.7,34693,-3.52285361581016,11.3688807357568,8.02513539333454
1,1008,"Agricultura",2014,107,7.6,34729,-4.38168995361775,11.3688807357568,8.10434809536224
1,1008,"Agricultura",2015,99,7.6,35057,-6.240399950766,11.3688807357568,3.52358609254166
1,1008,"Agricultura",2016,91,7.6,35237,-6.4399834710639,11.3688807357568,5.37060631116115
1,1008,"Agricultura",2017,88,7.6,35344,-9.2783517523203,11.3688807357568,1.5237189881574
1,1008,"Agricultura",2018,108,7.6,35627,-11.945773315616,11.3688807357568,-0.654098590084284
1,1008,"Agricultura",2019,148,7.6,35759,-13.4018935994245,11.3688807357568,-2.10971918439435
1,1008,"Agricultura",2020,126,7.7,36077,-12.3636011627968,11.3688807357568,-1.2798392394134
1,1009,"Agricultura",2011,26.8,7.6,123931,-1.36621698725503,11.436282773898,9.80293097140092
1,1009,"Agricultura",2012,27,7.6,124743,-2.85393759096041,11.436282773898,10.7522216031231
1,1009,"Agricultura",2013,32,7.4,124927,-3.04997604014352,11.436282773898,9.23636494876014
1,1009,"Agricultura",2014,40,7.4,125114,-5.52441104175523,11.436282773898,6.46525969057204
1,1009,"Agricultura",2015,43,7.6,125860,-5.19703133788425,11.436282773898,6.53440984316854
1,1009,"Agricultura",2016,36,7.6,126109,-7.1474528121762,11.436282773898,3.01880274556901
1,1009,"Agricultura",2017,29,7.6,126937,-10.153559701168,11.436282773898,0.348559973872657
1,1009,"Agricultura",2018,36,7.8,127976,-9.98399825859815,11.436282773898,2.52918704735949
1,1009,"Agricultura",2019,30,7.7,128938,-10.6813289526617,11.436282773898,-0.268956025502222
1,1009,"Agricultura",2020,40,7.7,130149,-14.3345734628383,11.436282773898,-2.82655522335869
1,1010,"Agricultura",2011,75.6,8,34834,-1.25870375614613,11.3523229743354,11.3070024133025
1,1010,"Agricultura",2012,69,8.1,35127,-2.84907650435343,11.3523229743354,8.7419152549216
1,1010,"Agricultura",2013,61,8.3,35441,-3.71947215171531,11.3523229743354,8.28899994198277
1,1010,"Agricultura",2014,79,8.1,35747,-4.71109595196322,11.3523229743354,6.88076280010357
1,1010,"Agricultura",2015,108,8.1,35958,-5.51511166559067,11.3523229743354,4.40029620185221
1,1010,"Agricultura",2016,131,8.2,36020,-7.27699271310121,11.3523229743354,5.44047065148039
1,1010,"Agricultura",2017,175,8.2,36214,-7.93378822656814,11.3523229743354,3.91576459183391
1,1010,"Agricultura",2018,172,8.2,36436,-8.07692418992519,11.3523229743354,4.20716898874476
1,1010,"Agricultura",2019,191,8.3,36760,-9.80033659259789,11.3523229743354,0.419845180288324
1,1010,"Agricultura",2020,182,8.3,36908,-11.9471253920346,11.3523229743354,0.758164879545593
1,1011,"ServiC'os",2011,63.8,8.9,171015,-1.28424939047545,11.470191178401,9.16964956185071
1,1011,"ServiC'os",2012,62,9,172250,-2.62265492137522,11.470191178401,8.17282527788014
1,1011,"ServiC'os",2013,82,9,173078,-4.23600977472961,11.470191178401,8.50037922989074
1,1011,"ServiC'os",2014,81,8.8,173811,-4.89320693165064,11.470191178401,5.94739216766573
1,1011,"ServiC'os",2015,67,8.8,174329,-5.66123410884757,11.470191178401,6.30735870624602
1,1011,"ServiC'os",2016,74,8.9,174960,-8.53398266108707,11.470191178401,5.654684216014
1,1011,"ServiC'os",2017,92,8.9,176405,-9.55572016281076,11.470191178401,2.39894230764256
1,1011,"ServiC'os",2018,84,9,177661,-10.5496965637431,11.470191178401,1.35597737702998
1,1011,"ServiC'os",2019,115,9,178272,-13.1592405368574,11.470191178401,-0.931690580594644
1,1011,"ServiC'os",2020,138,9.2,179729,-13.9861610077787,11.470191178401,-3.05460632872122
1,1012,"ServiC'os",2011,70.2,9.9,77930,-1.10820346535183,12.1256457798649,13.0783265740045
1,1012,"ServiC'os",2012,69,10,78431,-2.15784478094429,12.1256457798649,11.9145048038872
1,1012,"ServiC'os",2013,73,10,78643,-3.20477317250334,12.1256457798649,9.9463646884275
1,1012,"ServiC'os",2014,74,10.2,78731,-4.57634335430339,12.1256457798649,6.83910705980256
1,1012,"ServiC'os",2015,84,10.1,78875,-6.86415083415341,12.1256457798649,4.91512119704626
1,1012,"ServiC'os",2016,97,9.9,79601,-8.48565481393598,12.1256457798649,3.19537986085177
1,1012,"ServiC'os",2017,108,9.8,80311,-8.44152274797671,12.1256457798649,3.42328764576774
1,1012,"ServiC'os",2018,107,9.8,80892,-8.49115156941116,12.1256457798649,6.86886700848024
1,1012,"ServiC'os",2019,87,9.9,81162,-9.19134307152126,12.1256457798649,3.47491895471031
1,1012,"ServiC'os",2020,98,9.9,81885,-12.7783761394676,12.1256457798649,-1.05181666444158
1,1013,"ServiC'os",2011,89.9,10.3,72579,-1.16471305757295,11.4720070021227,9.25548881743896
1,1013,"ServiC'os",2012,113,10.3,72710,-2.69703760603443,11.4720070021227,12.2021538896835
1,1013,"ServiC'os",2013,90,10.4,73335,-3.91213571280241,11.4720070021227,9.31241378123126
1,1013,"ServiC'os",2014,80,10.5,73849,-4.51702792569995,11.4720070021227,6.20518763888604
1,1013,"ServiC'os",2015,109,10.6,74477,-5.51811148470733,11.4720070021227,6.43333733734847
1,1013,"ServiC'os",2016,142,10.6,75211,-8.56157076358795,11.4720070021227,0.800978060396091
1,1013,"ServiC'os",2017,137,10.5,75548,-7.25232323107775,11.4720070021227,5.48756343794883
1,1013,"ServiC'os",2018,177,10.5,75881,-9.88281507883221,11.4720070021227,1.70184566427558
1,1013,"ServiC'os",2019,212,10.5,76456,-12.2640807927819,11.4720070021227,-1.15540456146323
1,1013,"ServiC'os",2020,183,10.3,76858,-13.8805801584385,11.4720070021227,-0.818859016048263
1,1014,"Agricultura",2011,52.7,9.2,29727,-1.42075426725205,11.8132580267964,10.938352623692
1,1014,"Agricultura",2012,64,9.2,29933,-2.87280519772321,11.8132580267964,9.62846373027387
1,1014,"Agricultura",2013,75,9.2,30141,-3.50397187226918,11.8132580267964,7.09043938560078
1,1014,"Agricultura",2014,77,9.2,30177,-4.68749926192686,11.8132580267964,6.31398559699757
1,1014,"Agricultura",2015,106,9.2,30322,-5.63582567614503,11.8132580267964,6.2213811181893
1,1014,"Agricultura",2016,101,9.3,30364,-6.91856388165615,11.8132580267964,4.73888259133721
1,1014,"Agricultura",2017,116,9.4,30520,-9.53938203677535,11.8132580267964,1.18116673939487
1,1014,"Agricultura",2018,158,9.4,30658,-10.1965905539691,11.8132580267964,1.5537161383579
1,1014,"Agricultura",2019,216,9.3,30855,-9.30302369396668,11.8132580267964,3.87967176307747
1,1014,"Agricultura",2020,223,9.3,30909,-11.2166875693947,11.8132580267964,-0.786193816983739
1,1015,"Industria",2011,88.2,10.2,146674,-1.49552005855367,11.3937071277993,12.5758879796107
1,1015,"Industria",2012,79,10.2,147255,-2.36730599729344,11.3937071277993,9.69751931095499
1,1015,"Industria",2013,104,10.1,147735,-3.98036905482877,11.3937071277993,6.9510379610276
1,1015,"Industria",2014,121,10.1,148524,-4.08247113227844,11.3937071277993,8.31802476868065
1,1015,"Industria",2015,116,10,148969,-7.44284843967762,11.3937071277993,2.77654440483797
1,1015,"Industria",2016,157,10,150170,-6.56822290364653,11.3937071277993,6.06909283000746
1,1015,"Industria",2017,173,10,151085,-9.48178054660093,11.3937071277993,1.72442487399398
1,1015,"Industria",2018,233,10.1,151346,-8.41295632068068,11.3937071277993,3.46166979526958
1,1015,"Industria",2019,280,10,152176,-11.647106916178,11.3937071277993,1.23667359507705
1,1015,"Industria",2020,245,10,153586,-11.6909686487634,11.3937071277993,-1.0991306853206
1,1016,"Industria",2011,79.2,7.9,102978,-1.36980332713574,11.5709529657615,9.40871169787729
1,1016,"Industria",2012,81,7.9,103194,-2.39822329906747,11.5709529657615,8.9599574611718
1,1016,"Industria",2013,107,7.9,104111,-3.88670754153281,11.5709529657615,9.04087253504709
1,1016,"Industria",2014,92,7.9,104926,-4.27362522156909,11.5709529657615,5.97428821237937
1,1016,"Industria",2015,107,7.9,105889,-6.1829158157343,11.5709529657615,5.63290075761345
1,1016,"Industria",2016,140,7.9,106562,-7.3794332051184,11.5709529657615,3.80774927341337
1,1016,"Industria",2017,187,7.9,106804,-9.84661475184839,11.5709529657615,3.09355611043744
1,1016,"Industria",2018,156,8,107386,-9.94961054995656,11.5709529657615,3.58741782100862
1,1016,"Industria",2019,209,8,107904,-11.4686248860089,11.5709529657615,0.737445966916344
1,1016,"Industria",2020,202,8,108804,-13.0160904943477,11.5709529657615,0.529081665666081
1,1017,"Agricultura",2011,35.3,7.5,92076,-1.29364910512231,11.6079035291448,10.3279336394825
1,1017,"Agricultura",2012,43,7.6,92234,-2.44376233499497,11.6079035291448,8.85563701407075
1,1017,"Agricultura",2013,55,7.6,92927,-3.11870670598,11.6079035291448,9.44611904639001
1,1017,"Agricultura",2014,44,7.6,93312,-4.75891466718167,11.6079035291448,6.75196021034869
1,1017,"Agricultura",2015,60,7.5,94057,-6.80377474694978,11.6079035291448,2.59532561028944
1,1017,"Agricultura",2016,67,7.5,94278,-8.54988148994744,11.6079035291448,3.44787566343697
1,1017,"Agricultura",2017,63,7.5,95020,-8.38717977283522,11.6079035291448,3.72353998080178
1,1017,"Agricultura",2018,87,7.4,95121,-11.2853412944824,11.6079035291448,1.40705461301785
1,1017,"Agricultura",2019,86,7.5,95482,-12.7739137999015,11.6079035291448,1.51300181434595
1,1017,"Agricultura",2020,85,7.5,96147,-14.145679329522,11.6079035291448,-2.14298044194659
1,1018,"ServiC'os",2011,69.2,9.7,65575,-1.16705475188792,11.5546215503011,11.0306922867291
1,1018,"ServiC'os",2012,79,9.8,65877,-2.53475952846929,11.5546215503011,9.75241036287065
1,1018,"ServiC'os",2013,97,9.7,66341,-3.43981378572062,11.5546215503011,8.04280435296974
1,1018,"ServiC'os",2014,81,9.7,66920,-5.65280047664419,11.5546215503011,6.22754309797046
1,1018,"ServiC'os",2015,77,9.7,67282,-5.20514259929769,11.5546215503011,6.57739311335714
1,1018,"ServiC'os",2016,104,9.8,67445,-6.39412581338547,11.5546215503011,5.91300604908076
1,1018,"ServiC'os",2017,113,9.8,67870,-7.46053924609441,11.5546215503011,5.88385930179331
1,1018,"ServiC'os",2018,96,9.8,68049,-10.9053917285055,11.5546215503011,0.334981495295193
1,1018,"ServiC'os",2019,103,9.8,68212,-11.1159811896505,11.5546215503011,-0.479854489804944
1,1018,"ServiC'os",2020,97,9.9,68419,-11.5955778944772,11.5546215503011,-0.963187754281476
1,1019,"ServiC'os",2011,99.5,11,103629,-1.4141276414739,11.5490799056599,10.7493507419309
1,1019,"ServiC'os",2012,93,11,104127,-2.79374338756315,11.5490799056599,7.92482618364531
1,1019,"ServiC'os",2013,80,10.8,105043,-3.59819082019385,11.5490799056599,7.18145993375825
1,1019,"ServiC'os",2014,111,10.8,105932,-4.39224032033235,11.5490799056599,6.47983398316902
1,1019,"ServiC'os",2015,140,10.8,106421,-6.42998296709266,11.5490799056599,7.54277813816311
1,1019,"ServiC'os",2016,112,11,107399,-8.34543263562955,11.5490799056599,5.08729474676867
1,1019,"ServiC'os",2017,109,11,108054,-8.79550087125972,11.5490799056599,2.49886917709814
1,1019,"ServiC'os",2018,91,11,108722,-11.4027828797698,11.5490799056599,0.649625959899939
1,1019,"ServiC'os",2019,83,11.1,109500,-12.883770547458,11.5490799056599,-0.500750302506652
1,1019,"ServiC'os",2020,68,11.3,109898,-11.3478025945369,11.5490799056599,-0.315176649243729
1,1020,"Industria",2011,22.8,8.4,103040,-1.49884601414669,11.0556155703031,10.2835419516878
1,1020,"Industria",2012,28,8.4,103446,-2.14059028727934,11.0556155703031,9.09925069439686
1,1020,"Industria",2013,25,8.5,104290,-3.29771490208805,11.0556155703031,6.99853336293536
1,1020,"Industria",2014,25,8.6,104913,-4.45993237383664,11.0556155703031,9.64925683051628
1,1020,"Industria",2015,25,8.6,105097,-6.95044500404038,11.0556155703031,5.81370238115167
1,1020,"Industria",2016,32,8.6,105420,-6.32979502086528,11.0556155703031,4.77610542882263
1,1020,"Industria",2017,27,8.6,106423,-8.69281219912227,11.0556155703031,1.11938552310142
1,1020,"Industria",2018,23,8.6,106908,-8.50765054579824,11.0556155703031,2.84109478708718
1,1020,"Industria",2019,32,8.5,107817,-13.3497577069793,11.0556155703031,-3.50132745363984
1,1020,"Industria",2020,28,8.5,108340,-11.4823256421369,11.0556155703031,-1.57697079820107
1,1021,"ServiC'os",2011,19.9,9.4,133967,-1.36665227392223,11.0476607392775,11.4043166330112
1,1021,"ServiC'os",2012,20,9.4,134857,-2.10865849233232,11.0476607392775,9.6799043992532
1,1021,"ServiC'os",2013,18,9.5,135118,-3.90307359967846,11.0476607392775,7.99467097996858
1,1021,"ServiC'os",2014,16,9.5,135737,-4.45440774550661,11.0476607392775,5.94914253971318
1,1021,"ServiC'os",2015,18,9.5,136453,-5.34863486594986,11.0476607392775,5.26961777145892
1,1021,"ServiC'os",2016,18,9.5,136666,-6.76578550133854,11.0476607392775,5.12164260759167
1,1021,"ServiC'os",2017,22,9.4,136816,-9.85521607752889,11.0476607392775,-0.867982736906565
1,1021,"ServiC'os",2018,17,9.6,137181,-11.8227826599032,11.0476607392775,-1.88274576709579
1,1021,"ServiC'os",2019,18,9.6,137614,-10.9627983175451,11.0476607392775,0.452230738724494
1,1021,"ServiC'os",2020,18,9.6,138935,-14.2296851158608,11.0476607392775,-2.20389966719131
1,1022,"Industria",2011,64.7,9.2,45177,-1.27095755981281,11.4418858372839,11.6818938032414
1,1022,"Industria",2012,73,9,45415,-2.26312649482861,11.4418858372839,7.71107253281142
1,1022,"Industria",2013,64,9,45608,-3.14111297973432,11.4418858372839,7.79986367448849
1,1022,"Industria",2014,77,8.9,46021,-5.26741555705667,11.4418858372839,7.85394481881171
1,1022,"Industria",2015,99,9,46112,-6.52748680324294,11.4418858372839,7.46236058382657
1,1022,"Industria",2016,133,9,46297,-8.66652674158104,11.4418858372839,1.55785792068631
1,1022,"Industria",2017,157,9,46510,-10.338861817494,11.4418858372839,2.17121899130644
1,1022,"Industria",2018,137,9.1,46939,-9.62700573075563,11.4418858372839,3.1754109825991
1,1022,"Industria",2019,149,9.1,47095,-11.1299926063512,11.4418858372839,2.02879385450069
1,1022,"Industria",2020,149,9.1,47424,-10.8341343526263,11.4418858372839,0.973369638442002
1,1023,"ServiC'os",2011,70.6,9.3,123136,-1.07353745936416,11.4458439360373,10.7688158738299
1,1023,"ServiC'os",2012,64,9.3,123398,-2.00969186914153,11.4458439360373,10.1747405386088
1,1023,"ServiC'os",2013,54,9.3,124627,-3.52134063304402,11.4458439360373,7.75166342862355
1,1023,"ServiC'os",2014,67,9.1,124980,-4.86962119024247,11.4458439360373,6.02792071010967
1,1023,"ServiC'os",2015,83,9.1,125122,-6.19184026319999,11.4458439360373,4.85891075971883
1,1023,"ServiC'os",2016,66,9.1,125806,-7.30837590945885,11.4458439360373,5.69524043928684
1,1023,"ServiC'os",2017,76,9.1,126294,-7.78396279271692,11.4458439360373,4.74456699305909
1,1023,"ServiC'os",2018,61,9.1,126506,-9.62490950524807,11.4458439360373,1.47095942657273
1,1023,"ServiC'os",2019,53,9.3,127471,-12.4412248312728,11.4458439360373,0.012824608183476
1,1023,"ServiC'os",2020,59,9.3,127966,-10.1382538722828,11.4458439360373,-0.771814052653639
1,1024,"ServiC'os",2011,49,9.6,145244,-1.45439233595971,11.2689031250309,11.8923427319736
1,1024,"ServiC'os",2012,39,9.8,146543,-2.83385987137444,11.2689031250309,8.96726381006149
1,1024,"ServiC'os",2013,35,9.9,147802,-4.49652246187907,11.2689031250309,6.67645539542718
1,1024,"ServiC'os",2014,31,9.9,148457,-5.64020632719621,11.2689031250309,4.3497731570852
1,1024,"ServiC'os",2015,41,9.9,148899,-6.93062106962316,11.2689031250309,1.96332310133642
1,1024,"ServiC'os",2016,38,9.9,149205,-7.05501375091262,11.2689031250309,3.8112096427703
1,1024,"ServiC'os",2017,53,9.8,149397,-7.18965657812078,11.2689031250309,4.71596919302906
1,1024,"ServiC'os",2018,49,9.8,150514,-10.7996378401294,11.2689031250309,1.9834526713125
1,1024,"ServiC'os",2019,68,9.8,151056,-11.6383360403124,11.2689031250309,-0.256276988440572
1,1024,"ServiC'os",2020,68,9.7,152301,-11.6075042670127,11.2689031250309,-0.944609665183436
1,1025,"Agricultura",2011,54.6,8.3,50169,-1.48644663055893,11.2238205109956,6.7210327065388
1,1025,"Agricultura",2012,54,8.3,50476,-2.19631723035127,11.2238205109956,9.05397811815931
1,1025,"Agricultura",2013,71,8.5,50939,-3.15116832079366,11.2238205109956,7.7550282117027
1,1025,"Agricultura",2014,89,8.6,51143,-5.67059281654656,11.2238205109956,4.23429745008273
1,1025,"Agricultura",2015,103,8.7,51475,-5.04105991043616,11.2238205109956,6.76664373239321
1,1025,"Agricultura",2016,104,8.7,51768,-7.13728001550771,11.2238205109956,4.96042509327641
1,1025,"Agricultura",2017,130,8.7,51844,-7.16358216677327,11.2238205109956,4.4624995015934
1,1025,"Agricultura",2018,168,8.7,51995,-10.4105097930878,11.2238205109956,-0.684498608710483
1,1025,"Agricultura",2019,158,8.7,52263,-10.05208601919,11.2238205109956,2.61868780181177
1,1025,"Agricultura",2020,165,8.7,52611,-12.5275113712996,11.2238205109956,-2.38986091028833
1,1026,"Agricultura",2011,20.7,8.9,114355,-1.41915202722885,10.9012336152606,9.90801709572849
1,1026,"Agricultura",2012,21,8.9,114623,-2.42404888174497,10.9012336152606,6.92844750547466
1,1026,"Agricultura",2013,24,9,114821,-3.47682429291308,10.9012336152606,6.81877648511051
1,1026,"Agricultura",2014,30,9,115079,-4.00503748748451,10.9012336152606,7.00800927215154
1,1026,"Agricultura",2015,30,9,115631,-6.07447923684958,10.9012336152606,6.88397123631067
1,1026,"Agricultura",2016,30,9.1,116294,-7.24743114737794,10.9012336152606,4.07380031979483
1,1026,"Agricultura",2017,34,8.9,117068,-9.56135696917772,10.9012336152606,-1.2896531494802
1,1026,"Agricultura",2018,41,9,117192,-9.61437469813973,10.9012336152606,0.227902664772708
1,1026,"Agricultura",2019,48,9,117326,-9.63514743524138,10.9012336152606,1.38893248324974
1,1026,"Agricultura",2020,39,9,117588,-11.0805337154306,10.9012336152606,0.2458873522828
1,1027,"Industria",2011,70.7,10.3,247305,-1.38976553268731,11.1927059513517,10.1512414304147
1,1027,"Industria",2012,97,10.3,247665,-2.57149882498197,11.1927059513517,9.83018567842007
1,1027,"Industria",2013,83,10.2,249227,-3.40482824470382,11.1927059513517,9.08540509986119
1,1027,"Industria",2014,73,10.4,250101,-5.7882098830305,11.1927059513517,6.14169996276545
1,1027,"Industria",2015,79,10.4,251328,-6.8013085325947,11.1927059513517,4.23606494900519
1,1027,"Industria",2016,95,10.4,252388,-8.16635987651534,11.1927059513517,-0.384644643338956
1,1027,"Industria",2017,128,10.5,252874,-8.06610459659714,11.1927059513517,2.95465568287561
1,1027,"Industria",2018,133,10.5,254400,-9.0097955269739,11.1927059513517,-0.600598260322727
1,1027,"Industria",2019,170,10.4,255480,-12.5610789356288,11.1927059513517,-2.43612065530536
1,1027,"Industria",2020,156,10.4,257946,-12.8125194041058,11.1927059513517,-1.93069372224202
1,1028,"ServiC'os",2011,94.3,10.9,72355,-1.30011066759471,11.2115316323237,8.27869797112029
1,1028,"ServiC'os",2012,96,10.9,72470,-2.86406602663919,11.2115316323237,9.60432392820049
1,1028,"ServiC'os",2013,84,10.8,72882,-3.54890066594817,11.2115316323237,7.55079379697423
1,1028,"ServiC'os",2014,81,10.8,73157,-4.80881741270423,11.2115316323237,3.83193524120804
1,1028,"ServiC'os",2015,81,10.8,73507,-5.825202310225,11.2115316323237,7.24806807513804
1,1028,"ServiC'os",2016,83,10.7,73814,-7.34369813022204,11.2115316323237,4.85125288480892
1,1028,"ServiC'os",2017,93,10.7,74481,-7.24246976699214,11.2115316323237,3.96947455404913
1,1028,"ServiC'os",2018,114,10.6,74579,-8.58863958250731,11.2115316323237,2.80828843206353
1,1028,"ServiC'os",2019,158,10.6,74731,-9.83084694959689,11.2115316323237,1.57706874059614
1,1028,"ServiC'os",2020,191,10.6,74895,-13.4801244351547,11.2115316323237,-0.10081184105633
1,1029,"Agricultura",2011,44,7.5,59295,-1.02595992479473,11.6512095400598,9.63858306345977
1,1029,"Agricultura",2012,48,7.5,59573,-2.41202135314234,11.6512095400598,8.20090545753503
1,1029,"Agricultura",2013,64,7.6,59878,-4.24475058994722,11.6512095400598,9.40660397417362
1,1029,"Agricultura",2014,82,7.7,60406,-5.18369565624744,11.6512095400598,4.47315103377769
