"id_estado","id_municipio","setor","ano","renda","escolaridade","populacao","y","d","G","Tt","d_x_t"
1,1010,"Agricultura",2016,131,8.2,36020,5.44047065148039,0,0,1,0
1,1010,"Agricultura",2017,175,8.2,36214,3.91576459183391,0,0,1,0
1,1010,"Agricultura",2018,172,8.2,36436,4.20716898874476,0,0,1,0
1,1010,"Agricultura",2019,191,8.3,36760,0.419845180288324,0,0,1,0
1,1010,"Agricultura",2020,182,8.3,36908,0.758164879545593,0,0,1,0
1,1011,"ServiC'os",2011,63.8,8.9,171015,14.9047451510512,1,2018,0,0
1,1011,"ServiC'os",2012,62,9,172250,13.9079208670806,1,2018,1,0
1,1011,"ServiC'os",2013,82,9,173078,14.2354748190912,1,2018,1,0
1,1011,"ServiC'os",2014,81,8.8,173811,11.6824877568662,1,2018,1,0
1,1011,"ServiC'os",2015,67,8.8,174329,12.0424542954465,1,2018,1,0
1,1011,"ServiC'os",2016,74,8.9,174960,11.3897798052145,1,2018,1,0
1,1011,"ServiC'os",2017,92,8.9,176405,8.13403789684306,1,2018,1,0
1,1011,"ServiC'os",2018,84,9,177661,5.09107296623048,1,2018,1,1
1,1011,"ServiC'os",2019,115,9,178272,2.80340500860586,1,2018,1,1
1,1011,"ServiC'os",2020,138,9.2,179729,0.68048926047928,1,2018,1,1
1,1012,"ServiC'os",2011,70.2,9.9,77930,19.1411494639369,1,2012,0,0
1,1012,"ServiC'os",2012,69,10,78431,17.4773276938196,1,2012,1,1
1,1012,"ServiC'os",2013,73,10,78643,15.50918757836,1,2012,1,1
1,1012,"ServiC'os",2014,74,10.2,78731,12.401929949735,1,2012,1,1
1,1012,"ServiC'os",2015,84,10.1,78875,10.4779440869787,1,2012,1,1
1,1012,"ServiC'os",2016,97,9.9,79601,8.75820275078422,1,2012,1,1
1,1012,"ServiC'os",2017,108,9.8,80311,8.98611053570019,1,2012,1,1
1,1012,"ServiC'os",2018,107,9.8,80892,12.4316898984127,1,2012,1,1
1,1012,"ServiC'os",2019,87,9.9,81162,9.03774184464276,1,2012,1,1
1,1012,"ServiC'os",2020,98,9.9,81885,4.51100622549087,1,2012,1,1
1,1013,"ServiC'os",2011,89.9,10.3,72579,14.9914923185003,1,2016,0,0
1,1013,"ServiC'os",2012,113,10.3,72710,17.9381573907448,1,2016,1,0
1,1013,"ServiC'os",2013,90,10.4,73335,15.0484172822926,1,2016,1,0
1,1013,"ServiC'os",2014,80,10.5,73849,11.9411911399474,1,2016,1,0
1,1013,"ServiC'os",2015,109,10.6,74477,12.1693408384098,1,2016,1,0
1,1013,"ServiC'os",2016,142,10.6,75211,5.03698156145744,1,2016,1,1
1,1013,"ServiC'os",2017,137,10.5,75548,9.72356693901018,1,2016,1,1
1,1013,"ServiC'os",2018,177,10.5,75881,5.93784916533693,1,2016,1,1
1,1013,"ServiC'os",2019,212,10.5,76456,3.08059893959812,1,2016,1,1
1,1013,"ServiC'os",2020,183,10.3,76858,3.41714448501309,1,2016,1,1
1,1014,"Agricultura",2011,52.7,9.2,29727,16.8449816370902,1,2012,0,0
1,1014,"Agricultura",2012,64,9.2,29933,15.0350927436721,1,2012,1,1
1,1014,"Agricultura",2013,75,9.2,30141,12.497068398999,1,2012,1,1
1,1014,"Agricultura",2014,77,9.2,30177,11.7206146103958,1,2012,1,1
1,1014,"Agricultura",2015,106,9.2,30322,11.6280101315875,1,2012,1,1
1,1014,"Agricultura",2016,101,9.3,30364,10.1455116047354,1,2012,1,1
1,1014,"Agricultura",2017,116,9.4,30520,6.58779575279307,1,2012,1,1
1,1014,"Agricultura",2018,158,9.4,30658,6.9603451517561,1,2012,1,1
1,1014,"Agricultura",2019,216,9.3,30855,9.28630077647567,1,2012,1,1
1,1014,"Agricultura",2020,223,9.3,30909,4.62043519641446,1,2012,1,1
1,1015,"Industria",2011,88.2,10.2,146674,18.2727415435103,1,2018,0,0
1,1015,"Industria",2012,79,10.2,147255,15.3943728748546,1,2018,1,0
1,1015,"Industria",2013,104,10.1,147735,12.6478915249272,1,2018,1,0
1,1015,"Industria",2014,121,10.1,148524,14.0148783325803,1,2018,1,0
1,1015,"Industria",2015,116,10,148969,8.47339796873762,1,2018,1,0
1,1015,"Industria",2016,157,10,150170,11.7659463939071,1,2018,1,0
1,1015,"Industria",2017,173,10,151085,7.42127843789363,1,2018,1,0
1,1015,"Industria",2018,233,10.1,151346,7.15852335916923,1,2018,1,1
1,1015,"Industria",2019,280,10,152176,4.9335271589767,1,2018,1,1
1,1015,"Industria",2020,245,10,153586,2.59772287857905,1,2018,1,1
1,1016,"Industria",2011,79.2,7.9,102978,15.194188180758,1,2016,0,0
1,1016,"Industria",2012,81,7.9,103194,14.7454339440526,1,2016,1,0
1,1016,"Industria",2013,107,7.9,104111,14.8263490179278,1,2016,1,0
1,1016,"Industria",2014,92,7.9,104926,11.7597646952601,1,2016,1,0
1,1016,"Industria",2015,107,7.9,105889,11.4183772404942,1,2016,1,0
1,1016,"Industria",2016,140,7.9,106562,8.09322575629412,1,2016,1,1
1,1016,"Industria",2017,187,7.9,106804,7.37903259331819,1,2016,1,1
1,1016,"Industria",2018,156,8,107386,7.87289430388937,1,2016,1,1
1,1016,"Industria",2019,209,8,107904,5.02292244979709,1,2016,1,1
1,1016,"Industria",2020,202,8,108804,4.81455814854683,1,2016,1,1
1,1017,"Agricultura",2011,35.3,7.5,92076,16.1318854040549,1,2016,0,0
1,1017,"Agricultura",2012,43,7.6,92234,14.6595887786431,1,2016,1,0
1,1017,"Agricultura",2013,55,7.6,92927,15.2500708109624,1,2016,1,0
1,1017,"Agricultura",2014,44,7.6,93312,12.5559119749211,1,2016,1,0
1,1017,"Agricultura",2015,60,7.5,94057,8.39927737486184,1,2016,1,0
1,1017,"Agricultura",2016,67,7.5,94278,7.75182742800937,1,2016,1,1
1,1017,"Agricultura",2017,63,7.5,95020,8.02749174537418,1,2016,1,1
1,1017,"Agricultura",2018,87,7.4,95121,5.71100637759025,1,2016,1,1
1,1017,"Agricultura",2019,86,7.5,95482,5.81695357891835,1,2016,1,1
1,1017,"Agricultura",2020,85,7.5,96147,2.16097132262581,1,2016,1,1
1,1018,"ServiC'os",2011,69.2,9.7,65575,16.8080030618796,1,2016,0,0
1,1018,"ServiC'os",2012,79,9.8,65877,15.5297211380212,1,2016,1,0
1,1018,"ServiC'os",2013,97,9.7,66341,13.8201151281203,1,2016,1,0
1,1018,"ServiC'os",2014,81,9.7,66920,12.004853873121,1,2016,1,0
1,1018,"ServiC'os",2015,77,9.7,67282,12.3547038885077,1,2016,1,0
1,1018,"ServiC'os",2016,104,9.8,67445,10.1903168242313,1,2016,1,1
1,1018,"ServiC'os",2017,113,9.8,67870,10.1611700769439,1,2016,1,1
1,1018,"ServiC'os",2018,96,9.8,68049,4.61229227044574,1,2016,1,1
1,1018,"ServiC'os",2019,103,9.8,68212,3.79745628534561,1,2016,1,1
1,1018,"ServiC'os",2020,97,9.9,68419,3.31412302086907,1,2016,1,1
1,1019,"ServiC'os",2011,99.5,11,103629,16.5238906947609,1,2014,0,0
1,1019,"ServiC'os",2012,93,11,104127,13.6993661364753,1,2014,1,0
1,1019,"ServiC'os",2013,80,10.8,105043,12.9559998865882,1,2014,1,0
1,1019,"ServiC'os",2014,111,10.8,105932,11.254373935999,1,2014,1,1
1,1019,"ServiC'os",2015,140,10.8,106421,12.3173180909931,1,2014,1,1
1,1019,"ServiC'os",2016,112,11,107399,9.86183469959862,1,2014,1,1
1,1019,"ServiC'os",2017,109,11,108054,7.27340912992809,1,2014,1,1
1,1019,"ServiC'os",2018,91,11,108722,5.42416591272989,1,2014,1,1
1,1019,"ServiC'os",2019,83,11.1,109500,4.2737896503233,1,2014,1,1
1,1019,"ServiC'os",2020,68,11.3,109898,4.45936330358622,1,2014,1,1
1,1020,"Industria",2011,22.8,8.4,103040,10.2835419516878,0,0,0,0
1,1020,"Industria",2012,28,8.4,103446,9.09925069439686,0,0,1,0
1,1020,"Industria",2013,25,8.5,104290,6.99853336293536,0,0,1,0
1,1020,"Industria",2014,25,8.6,104913,9.64925683051628,0,0,1,0
1,1020,"Industria",2015,25,8.6,105097,5.81370238115167,0,0,1,0
1,1020,"Industria",2016,32,8.6,105420,4.77610542882263,0,0,1,0
1,1020,"Industria",2017,27,8.6,106423,1.11938552310142,0,0,1,0
1,1020,"Industria",2018,23,8.6,106908,2.84109478708718,0,0,1,0
1,1020,"Industria",2019,32,8.5,107817,-3.50132745363984,0,0,1,0
1,1020,"Industria",2020,28,8.5,108340,-1.57697079820107,0,0,1,0
1,1021,"ServiC'os",2011,19.9,9.4,133967,11.4043166330112,0,0,0,0
1,1021,"ServiC'os",2012,20,9.4,134857,9.6799043992532,0,0,1,0
1,1021,"ServiC'os",2013,18,9.5,135118,7.99467097996858,0,0,1,0
1,1021,"ServiC'os",2014,16,9.5,135737,5.94914253971318,0,0,1,0
1,1021,"ServiC'os",2015,18,9.5,136453,5.26961777145892,0,0,1,0
1,1021,"ServiC'os",2016,18,9.5,136666,5.12164260759167,0,0,1,0
1,1021,"ServiC'os",2017,22,9.4,136816,-0.867982736906565,0,0,1,0
1,1021,"ServiC'os",2018,17,9.6,137181,-1.88274576709579,0,0,1,0
1,1021,"ServiC'os",2019,18,9.6,137614,0.452230738724494,0,0,1,0
1,1021,"ServiC'os",2020,18,9.6,138935,-2.20389966719131,0,0,1,0
1,1022,"Industria",2011,64.7,9.2,45177,11.6818938032414,0,0,0,0
1,1022,"Industria",2012,73,9,45415,7.71107253281142,0,0,1,0
1,1022,"Industria",2013,64,9,45608,7.79986367448849,0,0,1,0
1,1022,"Industria",2014,77,8.9,46021,7.85394481881171,0,0,1,0
1,1022,"Industria",2015,99,9,46112,7.46236058382657,0,0,1,0
1,1022,"Industria",2016,133,9,46297,1.55785792068631,0,0,1,0
1,1022,"Industria",2017,157,9,46510,2.17121899130644,0,0,1,0
1,1022,"Industria",2018,137,9.1,46939,3.1754109825991,0,0,1,0
1,1022,"Industria",2019,149,9.1,47095,2.02879385450069,0,0,1,0
1,1022,"Industria",2020,149,9.1,47424,0.973369638442002,0,0,1,0
1,1023,"ServiC'os",2011,70.6,9.3,123136,10.7688158738299,0,0,0,0
1,1023,"ServiC'os",2012,64,9.3,123398,10.1747405386088,0,0,1,0
1,1023,"ServiC'os",2013,54,9.3,124627,7.75166342862355,0,0,1,0
1,1023,"ServiC'os",2014,67,9.1,124980,6.02792071010967,0,0,1,0
1,1023,"ServiC'os",2015,83,9.1,125122,4.85891075971883,0,0,1,0
1,1023,"ServiC'os",2016,66,9.1,125806,5.69524043928684,0,0,1,0
1,1023,"ServiC'os",2017,76,9.1,126294,4.74456699305909,0,0,1,0
1,1023,"ServiC'os",2018,61,9.1,126506,1.47095942657273,0,0,1,0
1,1023,"ServiC'os",2019,53,9.3,127471,0.012824608183476,0,0,1,0
1,1023,"ServiC'os",2020,59,9.3,127966,-0.771814052653639,0,0,1,0
1,1024,"ServiC'os",2011,49,9.6,145244,11.8923427319736,0,0,0,0
1,1024,"ServiC'os",2012,39,9.8,146543,8.96726381006149,0,0,1,0
1,1024,"ServiC'os",2013,35,9.9,147802,6.67645539542718,0,0,1,0
1,1024,"ServiC'os",2014,31,9.9,148457,4.3497731570852,0,0,1,0
1,1024,"ServiC'os",2015,41,9.9,148899,1.96332310133642,0,0,1,0
1,1024,"ServiC'os",2016,38,9.9,149205,3.8112096427703,0,0,1,0
1,1024,"ServiC'os",2017,53,9.8,149397,4.71596919302906,0,0,1,0
1,1024,"ServiC'os",2018,49,9.8,150514,1.9834526713125,0,0,1,0
1,1024,"ServiC'os",2019,68,9.8,151056,-0.256276988440572,0,0,1,0
1,1024,"ServiC'os",2020,68,9.7,152301,-0.944609665183436,0,0,1,0
1,1025,"Agricultura",2011,54.6,8.3,50169,6.7210327065388,0,0,0,0
1,1025,"Agricultura",2012,54,8.3,50476,9.05397811815931,0,0,1,0
1,1025,"Agricultura",2013,71,8.5,50939,7.7550282117027,0,0,1,0
1,1025,"Agricultura",2014,89,8.6,51143,4.23429745008273,0,0,1,0
1,1025,"Agricultura",2015,103,8.7,51475,6.76664373239321,0,0,1,0
1,1025,"Agricultura",2016,104,8.7,51768,4.96042509327641,0,0,1,0
1,1025,"Agricultura",2017,130,8.7,51844,4.4624995015934,0,0,1,0
1,1025,"Agricultura",2018,168,8.7,51995,-0.684498608710483,0,0,1,0
1,1025,"Agricultura",2019,158,8.7,52263,2.61868780181177,0,0,1,0
1,1025,"Agricultura",2020,165,8.7,52611,-2.38986091028833,0,0,1,0
1,1026,"Agricultura",2011,20.7,8.9,114355,9.90801709572849,0,0,0,0
1,1026,"Agricultura",2012,21,8.9,114623,6.92844750547466,0,0,1,0
1,1026,"Agricultura",2013,24,9,114821,6.81877648511051,0,0,1,0
1,1026,"Agricultura",2014,30,9,115079,7.00800927215154,0,0,1,0
1,1026,"Agricultura",2015,30,9,115631,6.88397123631067,0,0,1,0
1,1026,"Agricultura",2016,30,9.1,116294,4.07380031979483,0,0,1,0
1,1026,"Agricultura",2017,34,8.9,117068,-1.2896531494802,0,0,1,0
1,1026,"Agricultura",2018,41,9,117192,0.227902664772708,0,0,1,0
1,1026,"Agricultura",2019,48,9,117326,1.38893248324974,0,0,1,0
1,1026,"Agricultura",2020,39,9,117588,0.2458873522828,0,0,1,0
1,1027,"Industria",2011,70.7,10.3,247305,10.1512414304147,0,0,0,0
1,1027,"Industria",2012,97,10.3,247665,9.83018567842007,0,0,1,0
1,1027,"Industria",2013,83,10.2,249227,9.08540509986119,0,0,1,0
1,1027,"Industria",2014,73,10.4,250101,6.14169996276545,0,0,1,0
1,1027,"Industria",2015,79,10.4,251328,4.23606494900519,0,0,1,0
1,1027,"Industria",2016,95,10.4,252388,-0.384644643338956,0,0,1,0
1,1027,"Industria",2017,128,10.5,252874,2.95465568287561,0,0,1,0
1,1027,"Industria",2018,133,10.5,254400,-0.600598260322727,0,0,1,0
1,1027,"Industria",2019,170,10.4,255480,-2.43612065530536,0,0,1,0
1,1027,"Industria",2020,156,10.4,257946,-1.93069372224202,0,0,1,0
1,1028,"ServiC'os",2011,94.3,10.9,72355,8.27869797112029,0,0,0,0
1,1028,"ServiC'os",2012,96,10.9,72470,9.60432392820049,0,0,1,0
1,1028,"ServiC'os",2013,84,10.8,72882,7.55079379697423,0,0,1,0
1,1028,"ServiC'os",2014,81,10.8,73157,3.83193524120804,0,0,1,0
1,1028,"ServiC'os",2015,81,10.8,73507,7.24806807513804,0,0,1,0
1,1028,"ServiC'os",2016,83,10.7,73814,4.85125288480892,0,0,1,0
1,1028,"ServiC'os",2017,93,10.7,74481,3.96947455404913,0,0,1,0
1,1028,"ServiC'os",2018,114,10.6,74579,2.80828843206353,0,0,1,0
1,1028,"ServiC'os",2019,158,10.6,74731,1.57706874059614,0,0,1,0
1,1028,"ServiC'os",2020,191,10.6,74895,-0.10081184105633,0,0,1,0
1,1029,"Agricultura",2011,44,7.5,59295,15.4641878334897,1,2016,0,0
1,1029,"Agricultura",2012,48,7.5,59573,14.0265102275649,1,2016,1,0
1,1029,"Agricultura",2013,64,7.6,59878,15.2322087442035,1,2016,1,0
1,1029,"Agricultura",2014,82,7.7,60406,10.2987558038076,1,2016,1,0
1,1029,"Agricultura",2015,105,7.7,60967,12.399786262396,1,2016,1,0
1,1029,"Agricultura",2016,89,7.7,61213,11.2583972697399,1,2016,1,1
1,1029,"Agricultura",2017,116,7.7,61300,4.48064494633571,1,2016,1,1
1,1029,"Agricultura",2018,148,7.7,61863,6.9440441760506,1,2016,1,1
1,1029,"Agricultura",2019,135,7.7,62261,3.07319854141517,1,2016,1,1
1,1029,"Agricultura",2020,141,7.8,62382,4.27893025120003,1,2016,1,1
1,1030,"ServiC'os",2011,98.6,11.3,150613,15.3583330620794,1,2012,0,0
1,1030,"ServiC'os",2012,101,11.3,151002,14.762435157529,1,2012,1,1
1,1030,"ServiC'os",2013,90,11.3,151503,16.1642150775562,1,2012,1,1
1,1030,"ServiC'os",2014,122,11.4,152512,11.8573402504378,1,2012,1,1
1,1030,"ServiC'os",2015,132,11.4,153642,11.6524104699316,1,2012,1,1
1,1030,"ServiC'os",2016,154,11.4,154104,10.3223579974005,1,2012,1,1
1,1030,"ServiC'os",2017,126,11.4,154509,10.0101682720294,1,2012,1,1
1,1030,"ServiC'os",2018,130,11.5,155398,9.91023974837827,1,2012,1,1
1,1030,"ServiC'os",2019,116,11.5,155622,4.84747385521204,1,2012,1,1
1,1030,"ServiC'os",2020,121,11.4,156008,4.96777989615692,1,2012,1,1
1,1031,"ServiC'os",2011,89.9,9.8,159766,15.2740020182545,1,2012,0,0
1,1031,"ServiC'os",2012,119,9.8,160757,16.0780410954835,1,2012,1,1
1,1031,"ServiC'os",2013,117,9.9,160997,13.1881471843039,1,2012,1,1
1,1031,"ServiC'os",2014,135,9.9,162459,14.2255042093691,1,2012,1,1
1,1031,"ServiC'os",2015,132,9.8,162674,12.7282742486989,1,2012,1,1
1,1031,"ServiC'os",2016,135,9.8,164262,10.8608948142111,1,2012,1,1
1,1031,"ServiC'os",2017,167,9.9,165100,7.362540079628,1,2012,1,1
1,1031,"ServiC'os",2018,135,9.9,166092,8.18870448194336,1,2012,1,1
1,1031,"ServiC'os",2019,170,10,167727,7.69059713300183,1,2012,1,1
1,1031,"ServiC'os",2020,153,9.9,169323,2.94439244662658,1,2012,1,1
1,1032,"Industria",2011,34.1,9.1,127617,11.2310740343452,0,0,0,0
1,1032,"Industria",2012,29,9,128215,8.67204265122819,0,0,1,0
1,1032,"Industria",2013,36,9.1,128963,7.03569407146932,0,0,1,0
1,1032,"Industria",2014,38,9.1,130034,7.03144892888303,0,0,1,0
1,1032,"Industria",2015,35,9.1,130459,6.40349255922746,0,0,1,0
1,1032,"Industria",2016,31,9.2,131185,3.80356435087545,0,0,1,0
1,1032,"Industria",2017,25,9.2,131889,4.13332561499846,0,0,1,0
1,1032,"Industria",2018,23,9.2,132986,1.43945508773682,0,0,1,0
1,1032,"Industria",2019,22,9.2,134206,2.36443535594316,0,0,1,0
1,1032,"Industria",2020,29,9.3,134624,-0.00791418583405579,0,0,1,0
1,1033,"Industria",2011,52.4,8.2,131228,14.2674910587299,1,2016,0,0
1,1033,"Industria",2012,58,8.2,131643,16.4677806636544,1,2016,1,0
1,1033,"Industria",2013,58,8.1,132742,14.4308800721892,1,2016,1,0
1,1033,"Industria",2014,69,8.1,132890,11.5907398850716,1,2016,1,0
1,1033,"Industria",2015,62,8.1,134046,11.5466553936251,1,2016,1,0
1,1033,"Industria",2016,81,8.1,134292,12.1701661047675,1,2016,1,1
1,1033,"Industria",2017,84,8.1,134616,9.12390103127854,1,2016,1,1
1,1033,"Industria",2018,71,8.2,135536,8.59125144763263,1,2016,1,1
1,1033,"Industria",2019,71,8.3,136196,4.14909477376511,1,2016,1,1
1,1033,"Industria",2020,68,8.3,136773,2.53693833144002,1,2016,1,1
1,1034,"Industria",2011,39.8,8.4,128545,16.6998719327412,1,2014,0,0
1,1034,"Industria",2012,32,8.2,128823,14.7539432223765,1,2014,1,0
1,1034,"Industria",2013,28,8.2,129152,13.5212022673743,1,2014,1,0
1,1034,"Industria",2014,39,8.3,130249,12.6048561858765,1,2014,1,1
1,1034,"Industria",2015,48,8.3,131196,10.1215865934552,1,2014,1,1
1,1034,"Industria",2016,63,8.3,131417,8.66501647663375,1,2014,1,1
1,1034,"Industria",2017,73,8.1,131586,8.98113796081014,1,2014,1,1
1,1034,"Industria",2018,87,8.1,131852,7.34491345525842,1,2014,1,1
1,1034,"Industria",2019,103,8.1,132883,6.91158725653414,1,2014,1,1
1,1034,"Industria",2020,96,8.1,133674,5.31109115430332,1,2014,1,1
1,1035,"ServiC'os",2011,58.2,10.2,216238,18.9717809249318,1,2012,0,0
1,1035,"ServiC'os",2012,47,10.2,217670,14.4525281450415,1,2012,1,1
1,1035,"ServiC'os",2013,41,10.2,218449,13.8323841726651,1,2012,1,1
1,1035,"ServiC'os",2014,36,10.2,218898,11.9130404016124,1,2012,1,1
